File,RelativePath,Folder,Date,Time,Technician,ClusterID,CameraBrand,SetUpDay,SetUpTime,DateTimeWrong,TimeComment,Service,Empty,Carcass,Animal,Human,Vehicle,Collar,ImageQuality,PoorQuality,DeleteFlag,SecondOpinion,Highlight,AIWrong,Species1,Count1,Species2,Count2,Species3,Count3,Temperature,Sequence,MoonPhase,Comments,
IMG_0001.JPG,100RECNX,Reconyx,15-Aug-2019,13:08:03,Lindsey Engelbert,NEC144M-1321,Reconyx,08/15/2019,14:27,true,Time is off by 1 hour (13:29). Paper held in front of camera said 14:27,true,false,false,false,false,false,false,Ok,false,false,false,false,false,,0,,0,,0,25,1/3,Full,,
IMG_0002.JPG,100RECNX,Reconyx,15-Aug-2019,13:08:04,Lindsey Engelbert,NEC144M-1321,Reconyx,08/15/2019,14:27,true,Time is off by 1 hour (13:29). Paper held in front of camera said 14:27,true,false,false,false,false,false,false,Ok,false,false,false,false,false,,0,,0,,0,25,2/3,Full,,
IMG_0003.JPG,100RECNX,Reconyx,15-Aug-2019,13:08:05,Lindsey Engelbert,NEC144M-1321,Reconyx,08/15/2019,14:27,true,Time is off by 1 hour (13:29). Paper held in front of camera said 14:27,true,false,false,false,false,false,false,Ok,false,false,false,false,false,,0,,0,,0,25,3/3,Full,,
IMG_0004.JPG,100RECNX,Reconyx,15-Aug-2019,13:08:07,Lindsey Engelbert,NEC144M-1321,Reconyx,08/15/2019,14:27,true,Time is off by 1 hour (13:29). Paper held in front of camera said 14:27,true,false,false,false,false,false,false,Ok,false,false,false,false,false,,0,,0,,0,25,1/3,Full,,
IMG_0005.JPG,100RECNX,Reconyx,15-Aug-2019,13:08:08,Lindsey Engelbert,NEC144M-1321,Reconyx,08/15/2019,14:27,true,Time is off by 1 hour (13:29). Paper held in front of camera said 14:27,true,false,false,false,false,false,false,Ok,false,false,false,false,false,,0,,0,,0,25,2/3,Full,,
IMG_0006.JPG,100RECNX,Reconyx,15-Aug-2019,13:08:09,Lindsey Engelbert,NEC144M-1321,Reconyx,08/15/2019,14:27,true,Time is off by 1 hour (13:29). Paper held in front of camera said 14:27,true,false,false,false,false,false,false,Ok,false,false,false,false,false,,0,,0,,0,25,3/3,Full,,
IMG_0007.JPG,100RECNX,Reconyx,15-Aug-2019,13:08:11,Lindsey Engelbert,NEC144M-1321,Reconyx,08/15/2019,14:27,true,Time is off by 1 hour (13:29). Paper held in front of camera said 14:27,true,false,false,false,false,false,false,Ok,false,false,false,false,false,,0,,0,,0,25,1/3,Full,,
IMG_0008.JPG,100RECNX,Reconyx,15-Aug-2019,13:08:12,Lindsey Engelbert,NEC144M-1321,Reconyx,08/15/2019,14:27,true,Time is off by 1 hour (13:29). Paper held in front of camera said 14:27,true,false,false,false,false,false,false,Ok,false,false,false,false,false,,0,,0,,0,25,2/3,Full,,
IMG_0009.JPG,100RECNX,Reconyx,15-Aug-2019,13:08:13,Lindsey Engelbert,NEC144M-1321,Reconyx,08/15/2019,14:27,true,Time is off by 1 hour (13:29). Paper held in front of camera said 14:27,true,false,false,false,false,false,false,Ok,false,false,false,false,false,,0,,0,,0,25,3/3,Full,,
IMG_0010.JPG,100RECNX,Reconyx,15-Aug-2019,13:08:15,Lindsey Engelbert,NEC144M-1321,Reconyx,08/15/2019,14:27,true,Time is off by 1 hour (13:29). Paper held in front of camera said 14:27,true,false,false,false,false,false,false,Ok,false,false,false,false,false,,0,,0,,0,25,1/3,Full,,
